,,,,,,,,Unnamed: 0,date,review,rating,isEdited,title,userName
4201,2019-02-14 06:11:36,"이번 업데이트에서 사진 방향이 다시 바뀌고 좀 더 편해졌습니다 감사합니다 많은 분들의 피드백을 듣고 수용하신다니 대단하단 말 밖에 떠오르지 않습니다
이렇게 리뷰를 남기는 건 다름이 아니라 이번 업데이트에서 사라진 알림음 때문입니다 이전 알림음에는 아이폰 문자 알림음과 같은 기본 알림음이 있었는데 이제는 사라졌더군요 다 너무 구시대적인 알림음밖에 남아있지 않습니다 그 전에 있던 알림음을 다시 사용할 수 있게 해 주신다면 감사할 것 같습니다 좋은 하루 되시길 바랍니다",4.0,False,안녕하세요 개발자님,LUSH_overwatch,,,,,,,,
4202,2019-01-06 17:39:25,"저는 직업상 다른 사람들과 카톡을 많이 주고받아야하는데 개인적인 프사,,프사배경,,상메가 보여주고싶지 않은사람들도 보게되어 불편합니다. 
차단,,숨김기능이 있지만 매일 연락하게되야하는 사람들이라 차단과 숨김은 불편합니다. 
제가 선택한 사람들에게는 프로필만 숨기는 기능이 있었으면 좋겠습니다. 그 사람들에게는 기본 프사,,프사배경,,비어있는 상메가 떳으면 좋겠습니다!!!",5.0,False,★★★프로필사진,,프로필배경,,상태메세지★★★,금치금치야야,,,,
4203,2023-09-03 18:36:03,"딱 봐도 돈 받고 2단계 인증 필수로 다음 부활시키려는 생각인 것 같은데..
물론 회사 입장에서는 이득일 수 있겠지만 소비자 배려는 안하나…??
진짜 굳이 2단계 인증..? 정말 쓸모 없음
차라리 비밀번호에 특수 문자 두개 넣는 걸 필수로 하던지 길이를 늘리던지,,,,,,,,
오히려 귀찮은 일만 늘어서 점점 카카오 경쟁력만 떨어질 듯",3.0,False,다음이랑 통합을 왜함?,파는 상품이 좋지 앱이 좋아서 쓰냐?,,,,,,,,
4204,2018-10-25 14:32:21,카카오톡이랑 페이스북 메세지,, 인스타그램 다이렉트를 사용해봤는데 비슷해요 ! 근데 카카오톡은 카카오톡에 접속하면 ‘활동중’표시가 안 뜨는게 단점 인것 같아요. 페이스북 메세지 같은 경우는 접속한 사람한테 연락을해서 바로 답장 오는것이 좋은데 카카오톡은 그렇지 않으니 활동중 표시를 나타냈으면 좋겠어요. 활동중 표시를 하지 않게 하는것을 조정하는 것도 같이 만들어 주셨으면 해서요 !,5,False,활동중 표시좀 ,,,,,아이폰 사용해요,,
4205,2018-10-03 16:19:01,알림 왜이렇게 누락되고 안오냐.... 카톡 못보는게 하루에도 수십통이다,1.0,False,업데이트 진짜...,허호홓,,,,,,,,
4206,2018-09-26 17:39:13,카카오톡 항상 잘 쓰고 있습니다ㅎㅎㅎㅎ이모티콘을 보내다가 문득 든 생각인데 산 이모티콘 자리를 바꿀 수 있으면 좋겠습니다! 지금은 이모티콘을 사면 그 세트 안에 이미 배치된 순서로 다운 받아지잖아요! 한 이모티콘 세트 안에서도 자주 쓰는 이모티콘이 있고 자주 안 쓰는 이모티콘이 있는데 내려서 찾기 귀찮다보니 사용자 스스로가 이모티콘 순서를 배치할 수 있는 기능이 있으면 좋겠어요! 여러 이모티콘 세트 순서 바꾸는 거 말고 예를 들어 브라보 라이언이라는 이모티콘을 샀으면 그 안에서 순서를 바꾸는거요! 불편한 건 아니지만 좀 더 편리할 것 같습니다!,5.0,False,카카오톡 이모티콘 순서 배치,Rosiee99 @rose @rosy,,,,,,,,
4207,2018-09-09 19:10:21,개발자님 카카오톡 최신버전 업뎃 이후에 사진을 전송하려고할 때 전송버튼이 뜨지 않을때가 있습니다. 그리고 대화를 할 때는 키보드 렉이 심하게 걸려서 오타가 많이납니다 . 업뎃 후 답답한 점이 많이 생겼네요...개선해주세요.ㅠ,5.0,False,카톡 업뎃 이후 불편한점,항이라,,,,,,,,
4208,2018-08-24 07:29:34,"평소에 카카오톡 즐겁게 이용하고 있는 사람입니다.
그런데 오늘 어머님께 이모티콘 선물하려 둘러보던 중 결제 취소를 누른다는게 지문인식이 되어 결제되었어요.
Pc로 다시 결제할테니 일단 환불해주세요.",5.0,False,환불 부탁드려요,syubee0114,,,,,,,,
4209,2018-07-15 13:57:02,카카오톡이 정말 좋은 점이 많은 앱이지만 어플을 지웠다가 로그인을 하면 갠톡의 내용과 톡방이 사라져있는 경우를 봐서 폰 바꿀 때나 평소에 잠깐 문제가 있을 때 삭제했다가 깔 생각을 못합니다ㅠ 이번에 업데이트 후 카톡 알람이 잘 안 오기 시작하는데 그래서 지웠다 다시하고 싶지만 갠톡 내용이 다 사라질까봐 그러질 못합니다ㅠㅠㅜ 꼭 개선해주세요 중요한 카톡이 올 때 늦게 읽게 됩니다ㅠㅠ,4.0,False,개선 부탁 드립니다,야쵸파내놔,,,,,,,,
4210,2018-07-13 03:05:06,카카오톡을 잘 쓰고 있습니다..그런데 계속 사용을 하다보니 안드로이드에는 있는데 아이폰에는 없는 기능이 있더군요..채팅방마다 알림을 꺼놓은 채팅방은 알림과 알림표시(뱃지)도 안뜨게 선택하는 기능입니다..다음번 업데이트시에 아이폰에도 이런 기능을 추가해주시면 정말 감사하겠습니다..항상 카카오톡을 응원합니다..감사합니다..,5.0,False,알림표시 선택기능..,빠빠이ㅋㅋㅋ,,,,,,,,
4211,2018-06-04 01:43:46,시험을 준비하게되면서 카카오톡을 지우게 되었는데 요즘 오픈채팅방을 통해서 얻을 수 있는 정보가 너무 많아서 어쩔 수 없이 다시 깔게되네요ㅠㅠ 사실 자제하면 되긴 되지만 카카오 채널이나 쇼핑 이런것들이 사실 눈에 밟혀서 자제가 어려워요ㅠㅜ 라이트 버전으로 정말 채팅방만 이용할 수 있는 버전으로 나오면 정말 좋을거같아요!,5.0,False,카카오톡 라이트 버전이 있었으면 좋겠어요ㅠ,밍민밍민밍,,,,,,,,
4212,2018-03-14 13:28:03,"앨범에서 사진 옛날 꺼 못 보는거 볼수있게 해주세요.... 그 사진보면서 추억팔이 하는데 그러질못해요...
그리고 알림뜰때 채팅방 이름적히도록 해주세요 안다로이드는 어느방에서 채팅오는건지 알려주는데 아이폰은 그런게없어서 단톡같은경우 잘못올리는 경우가 많습니다
카카오톡 편한점이 더욱많지만 그래도 쪼금더 힘을내주세요!!!",4.0,False,사진앨범,, 채팅방,뗭뗭땽땽,,,,,,
4213,2018-03-09 18:27:00,카카오톡 출시때부터 꾸준히 카카오톡을 이용해왔던 유저입니다. 국내에서 사용할때는 한글로 휴대폰을 사용했기 때문에 불편함을 겪지 않았는데,, 해외와서 다른 언어로 휴대폰을 설정해서 쓰고 있으니 불편함이 생기더라구요. 해외 언어로 설정하면 해외 언어 기준으로 친구목록이 재설정되는데 카카오톡은 한국인 친구들이 더 많기 때문에 다른 언어로 설정하면 친구목록이 뒤죽박죽 되서 불편하더라구요... 이럴때 친구목록 정렬기준 기능이 있으면 좋겠습니다...😊,5,False,친구목록 유저가 원하는대로 정렬기준기능,Darlene Son,,,,,,
4214,2018-01-16 19:02:05,정말 잘 쓰고 있고 지금으로도 충분히 만족 중이지만 하나 아쉬운 점이 있다면 예전에 보냈던 사진을 다시 보고 싶고 저장하고 싶은데 어느정도 기간이 되면 저장 기간이 만료되어 파일을 불러올 수 없다고 뜨잖아요 이렇게 예전 사진 못 보게 해주실 거면 앨범이라고 이름을 지으시면 안 되는 거 아닌가요 ㅎㅎ 예전 사진을 한꺼번에 모아서 볼 수 있어서 앨범이듯이 기간 만료를 없애주셔서 이름 값을 해줬으면 하는 작은 바람이 있습니다 항상 좋은 앱 쓰게 해주셔서 감사드려요,4.0,False,사진 저장 기간 만료 없애주세요,노엘코지,,,,,,,,
4215,2018-01-05 09:00:05,제가 이번에 처음 카카오톡을 써보는데 친구들과 또 다른 사람들과 공유,,대화 등 을 자유롭게 할 수 있어서 좋은것 같아요 하지만 카카오톡이 용량도 많이 먹고 데이터도 많이 가져가서 그 점만 빼면 봐도봐도 좋은 앱 이라고 생각 합니다 열심히 카카오 발전을 응원 하겠습니다,5,False,카카오톡 사랑해요!,수리수리 마법사,,,,,,
4216,2017-12-26 08:45:17,스크린샷 찍고 새로운 iOS 스샷 편집/공유기능으로 카톡에 사진공유 누르면 카톡에 비번/지문잠금 걸려있으면 바로 튕겨버리네요. 한 10번째 이렇게 했다 튕겨서 앱 잠금 해제했는데 이거하나때매 앱 잠금을 없애기는 좀 껄쩍지근합니다. 오류수정 부탁드려요,4.0,False,iOS11 완벽대응 부탁드려용,중년소년,,,,,,,,
4217,2017-11-20 15:22:43,차단 기능에 프로필 차단까지 생겨서 너무너무 좋습니다. 감사해요. 근데 친구를 유지하면서 동시에 상대방이 내 프로필을 볼 수 없게하는 기능이 있으면 좋겠어요. 어쩔 수 없이 연락은 해야하지만 사생활은 보여주기 싫은... 상대가 내 프로필사진 보는 것을 내가 조절할 수 있었으면 좋겠어요.,5.0,False,프로필 공개 범위,무료어플이라면서,,,,,,,,
4218,2017-08-28 13:10:44,용량 개 잡아 먹음 내 폰에 어떤 어플도 카톡보다 무거운게 없음 카톡 바로 다음으로 무거운 어플이랑 용량 차이가 5배 실화임? ㅡㅡ,1.0,False,내 핸드폰 용량 ㅡㅡ,헐내닉넴,,,,,,,,
4219,2023-09-13 15:11:07,"친구목록에 있는 광고라도 없애주세요...
펑 까지 생겨서 목록 많아죽겠는데...",1.0,False,광고,화핳ㅎㅎㅎ,,,,,,,,
4220,2023-02-06 05:04:58,사진이나 영상,,파일 같은걸 핸드폰 자체에 받게하는 것도 너무 원시적인데... 그마저도 용량 관리하기가 힘듭니다. 특히 사진,,영상 선택해서 삭제하는게 제일 불편합니다. 첫번째로 사진 선택개수 제한,, 그리고 영상과 사진을 같이 선택 못하는 점.. 왜 그렇게 만든진 모르겠지만 좀 개선됐으면 하는 부분입니다. 그리고 두번째로,, 영상은 왜 원본으로 보내는게 불가능한가요? 영상을 보내면 소리와 화질이 압축돼서 보내지던데 이것또한 별롭니다.,3,False,용량 관리 개선 좀,GOGOA20
4221,2023-08-03 09:20:48,"친구목록에 광고는 왜 나오는건가요? 
맨 위로 올리던지 했으면 좋겠어요.",1.0,False,광고,1234-:,,,,,,,,
4222,2023-05-28 12:54:02,"1.카톡 단체방 방장한테강퇴기능  만들기 
  2.  숨김친구 차단친구 편집기능있었으면좋겠어요. 예를들어서 친구추가 취소하고싶어서,, 차단친구들 300명중에서 200명을 차단취소하면서 친구추가안함 누르는 작업을 일일이 하기가 너무 힘드네요 ㅠㅜ",5.0,False,개선할점,NY낙,,,,,,,,
4223,2022-12-25 01:00:34,"카톡을 항상 잘쓰고 있는데요 오픈채팅을 할때 프로필 선택에 카카오프로필 쫌 없어졌으면 합니다
 1.사람들이 이것을 이용해 욕설,,비난 문자를 쓰고 나가버림 
2.아무리 ip 주소를 갔다 고소를 가능해도 이걸 너무 악용하는 사람이 많음 저도 이걸 몇 번 겪어본 피해자로써 이기능을 없앴으면 하는 마음이 큽니다 하지만 개발자님의 입장으로는 오픈프로필을 만드는법을 모르는 사람이나 이런분들을 위해 필요해서 만든거라 생각 하지만 아니면 카카오 프로필도 오픈 프로필처럼 카카오프로필을 한사람에게 개인톡을 할수 있거나 그러면 뭐라 안하지만 카카오 프로필은 카카오프로필 한사람에게 개인톡을 할수 없어 이 문젯점을 알아주시고 개선을 하거나 이 기능을 폐지를 해주셔 저나 다른사람처럼 이런 욕설에 피해보시는 분이 없길 바랍니다.",3.0,False,이건 ㄹㅇ 쫌 없어졌으면 좋겠어요,ㅁㅏㅁㅣ,,,,,,,,
4224,2021-09-02 14:05:15,제발 너무 서러워요 🥺 리뷰를 혹시 모르나 해서 2번 씁니다 !! 저는 카카오톡을 페이스북을 통해 해킹을 당했어요! 그래서 저는 수많은 방법을 써 봤지만 로그인은 안됐구요 아 그리고 저는 운영위반을 60일을 안 먹었어요 근데 60일을 먹어서 로그인을 못 한다고 해서 정말 당황했어요 정말 중요한 연락 다 있는데 전번까지 바꾸고 새로운 계정을 만드는것이 정말 불편합니다 아 또 pc에서 로그인을 하면 60일 운영위반을 어겨서 라고 막 뜨는데 핸드폰에서는 다르게 뜨네요? 진짜 너무 서럽고 중요한 연락이 기다리고 있습니다 어쩌죠 ?,3.0,False,조금 썰 푸는 것 같지만,마멜 보고싶어요 ㅠㅠ,,,,,,,,
4225,2022-04-27 15:38:07,"이걸로 인해 많은 미성년자들이 불편을 겪고 있는데
본인인증이 대부분 미성년자들이 민증도 없고 운정면허 증도 없는데 인증을 못하면 송금이 안된다뇨 애초에 결제를 못하게 막아놓지 그랬어요 잠깐이라도 좋으니 수정해주세요 내 돈 ㅠㅠㅠ 쓰지도 못하고 그림위 떡이네요 하하",5.0,False,카카오페이 미성년자 인증,응무응무,,,,,,,,
4226,2022-02-06 14:08:27,아이패드 프로 5세대 사용 중인데 잘 되다가 가끔 사진 보내려고 +표시 누르면 앱이 종료되네요ㅠㅠ 한번 이러면 몇번을 다시 들어가도 안되다가 한참 있어야 보내지던데 왜 이러는 건가요. 한두 번 이러면 그냥 참는데 급할 때도 이러니까 진짜 너무 답답하고 화나요ㅠㅠ,5.0,False,아이패드 사진이 안보내져요.,디녀,,,,,,,,
4227,2022-01-04 20:02:34,아니 꼬우면 꺼지시든가 솔직히 카톡만큼 편한앱있음? 그것도아니면서 얘네들이 민든거를 없애라 마네하네 게다가 부탁도아니고 명령을하네 이런새끼들은 걍 싹다 무시하고 계속 이런 분위기(?)가 유지 되었으면 좋겠네요 파이팅!!,5.0,False,다좋아요,tadong2,,,,,,,,
4228,2022-01-02 14:07:55,기존 #탭을 아주 잘 보던 사용자로서 뷰 탭에 대한 피드백을 남깁니다. 기존 큐레이션 서비스에서 구독 서비스로 바뀌면서 기존 서비스 대비 콘텐츠의 질이 너무 떨어집니다... 구독채널을 개인이 운영하게 되면서 발생하는 문제점 같은데 업데이트 주기가 떨어지는 건 물론이요 질 자체가 너무 떨어집니다. 결국 사용자가 스스로 수많은 채널 중 양질의 콘텐츠를 찾아야 하는데 그렇다고 그 과정이 편하고 즐겁지도 않습니다. 수많은 컨텐츠가 중구 난방으로 마구마구 매일매일 쏟아지기만 하는데 좋은 컨텐츠는 가끔가다 보이고 흥미로워 보여 한두번 들어가보면 며칠간은 비슷한 콘텐츠만 보이는 필터 버블에 갇히기도 합니다. 종합하면 사용자 친화성과는 거리가 먼 서비스가 되었고 근본적으로 개선이 필요해보입니다. 카카오톡을 사랑하는 사용자로서 의견 남깁니다.,2.0,False,뷰 탭 관련 의견,Aga-C,,,,,,,,
4229,2021-12-13 08:43:19,공부하고있는 수험생이라 카카오톡 알림을 끄고사는데 가족들 알림은 꼭 받고싶습니다 하지만 카톡은 일괄적으로 알림을 끄거나 키는 기능만 있어 매우 불편한상황인데 업데이트를 통해 해결해주시면 감사하겠습니다,5.0,False,카카오 특정인 알림 부탁드립니다,고무호스,,,,,,,,
4230,2021-10-11 18:24:50,iPados 15에서 카카오톡 전체화면으로 키보드와 함께 사용시 키보드 자동완성 및 언어 선택창이 하단 채팅 입력 구간을 가립니다. 수정 부탁드립니다.,5.0,False,iPados 15 호환성 문제,jwy_wonyoung,,,,,,,,
4231,2021-10-08 02:28:44,ㅇ아니...저 카카오톡 7일 정지당한 사람인데요..이유를 모르겠어요..이유라도 알면 개선해나가겠는데..오픈 프로필의 사진이 선정성이 있었던건지 아님 포스트가 문제인건지 모르겠는데 그닥 문제될만한게 없었던 것 같은데..무슨 이유로 신고당한거죠..?,4.0,False,...??????????????,퉤에에ㅔㅇ,,,,,,,,
